title,doi,altmetric_jid,issns,journal,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,type,epubdate,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns1,issns2,pubdate,publisher_subjects.name,publisher_subjects.scheme,cited_by_fbwalls_count,scopus_subjects3,scopus_subjects4,cohorts.pub,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_policies_count,scopus_subjects5,scopus_subjects6,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,cohorts.com,cited_by_msm_count,authors,cohorts.doc,cited_by_feeds_count,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,scopus_subjects,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,handles,handle,pmid,authors27,authors28,authors29,attribution,ordinal_number,arxiv_id,ads_id,isbns,isbns1,isbns2,editors,cited_by_wikipedia_count,uri,isbns3,authors_or_editors1,authors_or_editors2,authors_or_editors3,authors30,authors31,authors32,authors33,authors34,authors35,handles1,handles2,editors1,editors2,cited_by_rdts_count,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,editors3,editors4,authors57,authors58,published_date,year
"Exploring the demarcation requirements of fish breeding and nursery sites to balance the exploitation, management and conservation needs of Lake Victoria ecosystem",10.1111/fme.12311,4f6fa4eb3cf058f6100028da,NA,Fisheries Management & Ecology,NA,23108064,10.2668459595053,20537234,1,0,675,4.54560888888889,571,1,0,337555,13.8765657507648,293876,1,0,8,6.0475,7,1,0,Christopher Mulanda Aura,Chrisphine Sangara Nyamweya,James M. Njiru,Safina Musa,Zachary Ogari,Linda May,article,1536624000,50230656,1.5.4,FALSE,Ecology,Fisheries Sciences,era,era,1,1,1,1540462066,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1111/fme.12311,1540462077,1536624000,Life Sciences,Physical Sciences,0,46,0,46,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=50230656,0969-997X,1365-2400,1569888000,NA,NA,NA,Agricultural and Biological Sciences,Environmental Science,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enock Wakwabi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-11T00:00:00Z,2018
"Growth in the docks: ports, metabolic flows and socio-environmental impacts",10.1007/s11625-019-00764-y,4f6fa6063cf058f610006753,NA,Sustainability Science,1,22882389,10.2220934885086,6301397,72,16575504,795,14.0764201257862,461,42,335,455580,11.7761769480651,137181,69,318183,24,8.25008333333333,14,45,11,NA,NA,NA,NA,NA,NA,article,1577059200,73180624,1.5.4,FALSE,Climate Change Management and Policy,Environment,springer,springer,6,6,6,1635415759,4.3,0,0,0,0,0,0,0,0,0,0,0,4.3,http://dx.doi.org/10.1007/s11625-019-00764-y,1577128274,1577059200,Physical Sciences,Social Sciences,0,93,0,93,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,https://www.altmetric.com/details.php?citation_id=73180624,1862-4065,1862-4057,1577836800,NA,NA,NA,Environmental Science,NA,5,Environmental Economics,springer,NA,NA,NA,Environmental Management,Landscape Ecology,Public Health,Sustainable Development,Multidisciplinary,springer,springer,springer,springer,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Borja Nogué-Algueró,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T00:00:00Z,2019
The blue economy: Identifying geographic concepts and sensitivities,10.1111/gec3.12445,4f6fa5253cf058f610003cc9,NA,Geography Compass,3,23818521,10.4242264084448,2902960,87,20913746,533,7.23085178236398,91,83,443,350378,13.3918728630215,60165,82,290168,15,24.0806666666667,7,60,9,Michaela Garland,Stephen Axon,Marcello Graziano,John Morrissey,C. Patrick Heidkamp,NA,article,1562198400,63130537,1.5.4,FALSE,Physical Geography And Environmental Geoscience,Human Geography,era,era,26,16,16,1598272267,11,0,0,0,0,0,0,0,0,0,0,0,11,http://dx.doi.org/10.1111/gec3.12445,1562249997,1562198400,Physical Sciences,Social Sciences,0,138,0,138,https://badges.altmetric.com/?size=64&score=11&types=tttttttt,https://badges.altmetric.com/?size=100&score=11&types=tttttttt,https://badges.altmetric.com/?size=180&score=11&types=tttttttt,https://www.altmetric.com/details.php?citation_id=63130537,1749-8198,1749-8198,NA,NA,NA,NA,Earth and Planetary Sciences,Environmental Science,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-04T00:00:00Z,2019
"Configuración Territorial de la pesca comercial ribereña en la Reserva de la Biosfera Los Petenes, Estado de Campeche (México)",10.3989/estgeogr.202055.055,4f6fa6173cf058f6100072f9,NA,Estudios Geograficos,NA,23275636,10.2970874305875,13091896,43,10126233,63,2.17460317460317,24,61,39,398698,18.3776931963524,183901,53,213061,4,4.2375,3,25,1,José Manuel Crespo Guerrero,Joaquín Daniel Nava Martínez,NA,NA,NA,NA,article,1593475200,99130372,1.5.4,FALSE,Physical Geography And Environmental Geoscience,Human Geography,era,era,3,3,3,1612140705,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,http://dx.doi.org/10.3989/estgeogr.202055.055,1612086162,1593475200,Physical Sciences,Social Sciences,0,8,0,8,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,https://www.altmetric.com/details.php?citation_id=99130372,1988-8546,0014-1496,NA,NA,NA,NA,Earth and Planetary Sciences,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-30T00:00:00Z,2020
A review of current uses and potential biotechnological applications of seaweeds from the Macaronesian region (Central-East Atlantic Ocean),10.1007/s10811-019-01889-4,4f6fa61f3cf058f610007b70,NA,Journal of Applied Phycology,NA,23153849,10.2787478682429,14391392,37,8699434,2566,3.04613250194856,872,65,1684,343388,13.3449223269289,186900,45,154995,66,1.09409090909091,9,86,57,R. Haroun,M. C. Gil-Rodríguez,A. I. Neto,M. Machín-Sánchez,M. A. Viera-Rodríguez,NA,article,1566000000,65083320,1.5.4,FALSE,Ecology,Freshwater & Marine Ecology,springer,springer,4,4,4,1566965877,1.6,0,0,0,0,0,0,0,0,0,0,0,1.6,http://dx.doi.org/10.1007/s10811-019-01889-4,1566025849,1566000000,Life Sciences,Agricultural and Biological Sciences,0,57,0,57,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=65083320,0921-8971,1573-5176,1575158400,NA,NA,NA,NA,NA,3,Life Sciences,springer,NA,NA,NA,Plant Physiology,Plant Sciences,Fisheries Sciences,Plant Biology,Environmental Biotechnology,springer,springer,era,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-17T00:00:00Z,2019
‘Social license to operate’ in the Blue Economy,10.1016/j.resourpol.2019.02.020,4f6fa59a3cf058f610005129,0301-4207,Resources Policy,9,24195945,10.5576729439739,1918502,92,22276561,826,6.910200968523,75,91,752,350415,13.4821855342941,40730,88,309636,17,9.8844705882353,3,88,15,Dr Michelle Voyer,Dr Judith van Leeuwen,NA,NA,NA,NA,article,NA,58246823,1.5.4,FALSE,NA,NA,NA,NA,22,18,20,1687443338,17.4,3,3,3,0,0,0,0,0,0,0,0,17.4,http://dx.doi.org/10.1016/j.resourpol.2019.02.020,1554112123,1564617600,Physical Sciences,Social Sciences,0,237,0,237,https://badges.altmetric.com/?size=64&score=18&types=tttttttd,https://badges.altmetric.com/?size=100&score=18&types=tttttttd,https://badges.altmetric.com/?size=180&score=18&types=tttttttd,https://www.altmetric.com/details.php?citation_id=58246823,NA,NA,1564617600,Resources Engineering And Extractive Metallurgy,era,NA,Environmental Science,"Economics, Econometrics and Finance",8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-01T00:00:00Z,2019
Defining and quantifying the sea-based economy to support regional blue growth strategies – Case Gulf of Bothnia,10.1016/j.marpol.2018.11.035,4f6fa6053cf058f61000668e,0308-597X,Marine Policy,1,23117738,10.2690252819066,15554476,22,5140997,3322,13.8224527393137,2685,13,465,438204,11.7674035837176,265739,30,133721,94,10.2155531914894,82,9,9,Jenny Katila,Katariina Ala-Rämi,Sari Repka,Esteban Rendon,Janne Törrönen,NA,article,NA,52599334,1.5.4,FALSE,Environmental Science And Management,Political Science,era,era,1,1,1,1544702738,1,0,0,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.1016/j.marpol.2018.11.035,1544702750,1548979200,Life Sciences,Social Sciences,0,66,0,66,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=52599334,NA,NA,1548979200,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",NA,Law,era,NA,Physical Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-01T00:00:00Z,2019
Enabling Power at Sea: Opportunities for Expanded Ocean Observations through Marine Renewable Energy Integration,10.23919/oceans40490.2019.8962706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Green, Rebecca","Copping, Andrea","Cavagnaro, Robert J.","Rose, Deborah","Overhus, Dorian","Jenne, Dale",article,NA,83179741,1.5.4,FALSE,NA,NA,NA,NA,5,5,5,1591140912,3.1,0,0,0,0,0,0,0,0,0,0,0,3.1,http://dx.doi.org/10.23919/oceans40490.2019.8962706,1590954624,1569888000,NA,NA,0,38,0,38,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,https://www.altmetric.com/details.php?citation_id=83179741,NA,NA,1569888000,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-01T00:00:00Z,2019
Investing in the New Blue Economy: The Changing Role of International Development Organizations in Catalyzing Private Sector Investment in Support of Regional Strategic Action Programmes for the Sustainable Development of Coasts and Oceans,10.15351/2373-8456.1116,NA,2373-8456,Journal of Ocean and Coastal Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ryan Whisnant,Veerle Vandeweerd,NA,NA,NA,NA,article,1571788800,101043987,1.5.4,FALSE,NA,NA,NA,NA,2,NA,2,1640995200,6,0,0,0,0,0,0,0,0,0,0,0,6,http://dx.doi.org/10.15351/2373-8456.1116,1614564176,1571788800,NA,NA,0,36,0,36,https://badges.altmetric.com/?size=64&score=6&types=dddddddd,https://badges.altmetric.com/?size=100&score=6&types=dddddddd,https://badges.altmetric.com/?size=180&score=6&types=dddddddd,https://www.altmetric.com/details.php?citation_id=101043987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-23T00:00:00Z,2019
Understanding the Impacts of Blue Economy Growth on Deep-Sea Ecosystem Services,10.3390/su132212478,4f6fa6c23cf058f610009da5,2071-1050,Sustainability,NA,23001641,10.2406472236644,15478452,22,5110039,19051,4.62023788777494,9401,31,5935,433827,13.657494319163,246423,32,141626,968,3.61957851239669,460,26,256,Nezha Mejjad,Marzia Rovere,NA,NA,NA,NA,article,1636588800,121670913,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1643313973,1,0,0,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.3390/su132212478,1643313985,1636588800,NA,NA,0,52,0,52,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=121670913,NA,NA,NA,Built Environment And Design,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-11-11T00:00:00Z,2021
Calculating the blue economy: producing trust in numbers with business tools and reflexive objectivity,10.1080/17530350.2019.1639066,4f6fa4da3cf058f610001538,NA,Journal of Cultural Economy,3,23153184,10.2785759395501,2206153,90,20947105,579,5.81465284974094,50,91,529,346251,13.2188744292419,48019,86,298229,16,6.27375,2,87,14,Hilde Reinertsen,Kristin Asdal,NA,NA,NA,NA,article,1563753600,64384097,1.5.4,FALSE,Studies In Human Society,"Language, Communication And Culture",era,era,13,9,10,1566459903,13.98,0,0,0,0,0,0,0,0,0,0,0,13.98,http://dx.doi.org/10.1080/17530350.2019.1639066,1564616025,1563753600,NA,NA,0,44,0,44,https://badges.altmetric.com/?size=64&score=14&types=bbtttttt,https://badges.altmetric.com/?size=100&score=14&types=bbtttttt,https://badges.altmetric.com/?size=180&score=14&types=bbtttttt,https://www.altmetric.com/details.php?citation_id=64384097,1753-0350,1753-0369,1572652800,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-22T00:00:00Z,2019
Higher hierarchical growth through country's blue economy strategies,10.1016/j.ocecoaman.2022.106467,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,NA,23477147,10.3452280937946,18945879,11,2615065,2508,6.99462918660286,1685,23,595,418671,11.5741872257681,284163,21,89533,29,3.47565517241379,22,24,7,Peilin Du,Yu Ni,NA,NA,NA,NA,article,NA,140741846,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,1,1,1,1672673280,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1016/j.ocecoaman.2022.106467,1672673291,1675209600,Life Sciences,Environmental Science,0,7,0,7,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=140741846,NA,NA,1675209600,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,1,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2023
Towards a sustainable and equitable blue economy,10.1038/s41893-019-0404-1,5a2fbffd7ac79e2ff04f2ef1,2398-9629,Nature Sustainability,66,24176243,10.5549192109959,146840,99,24029820,1059,126.130234183192,158,85,902,358299,13.7168379649389,3117,99,355179,59,91.1329152542372,10,84,50,Nathan J. Bennett,Andrés M. Cisneros-Montemayor,Jessica Blythe,Jennifer J. Silver,Gerald Singh,Nathan Andrews,article,1571011200,68383212,1.5.4,FALSE,NA,NA,NA,NA,304,213,230,1669852800,237.19,6.2,0,0,0,0,0,0,0,0,0,0,237.19,http://dx.doi.org/10.1038/s41893-019-0404-1,1571071460,1571011200,NA,NA,0,378,0,378,https://badges.altmetric.com/?size=64&score=238&types=mbttttfd,https://badges.altmetric.com/?size=100&score=238&types=mbttttfd,https://badges.altmetric.com/?size=180&score=238&types=mbttttfd,https://www.altmetric.com/details.php?citation_id=68383212,NA,NA,NA,NA,NA,1,NA,NA,144,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antonio Calò,Patrick Christie,Antonio Di Franco,Elena M. Finkbeiner,Stefan Gelcich,Paolo Guidetti,Sarah Harper,Ngaio Hotte,John N. Kittinger,Philippe Le Billon,2,11,NA,1,3,Jane Lister,Rocío López de la Lama,Emma McKinley,Joeri Scholtens,Ann-Magnhild Solås,Merle Sowman,Nicolás Talloni-Álvarez,Lydia C. L. Teh,Michelle Voyer,U. Rashid Sumaila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-14T00:00:00Z,2019
Africa’s Blue Economy: potentials and challenges for more locally beneficial development,10.1080/03056244.2020.1853517,4f6fa4db3cf058f610001790,NA,Review of African Political Economy,NA,23310485,10.3051782633621,3889142,82,19315725,685,11.509202919708,182,72,494,502550,13.8788043657331,102690,79,397750,14,12.635,7,50,7,NA,NA,NA,NA,NA,NA,article,1608249600,110559875,1.5.4,FALSE,Studies In Human Society,Economics,era,era,1,NA,1,1627449986,8,0,0,0,0,0,0,0,0,0,0,0,8,http://dx.doi.org/10.1080/03056244.2020.1853517,1627452801,1608249600,NA,NA,0,41,0,41,https://badges.altmetric.com/?size=64&score=8&types=mmmmmmmm,https://badges.altmetric.com/?size=100&score=8&types=mmmmmmmm,https://badges.altmetric.com/?size=180&score=8&types=mmmmmmmm,https://www.altmetric.com/details.php?citation_id=110559875,0305-6244,1740-1720,1601510400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Eddy Akpomera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-12-18T00:00:00Z,2020
Charting the course for a blue economy in Peru: a research agenda,10.1007/s10668-018-0133-z,4f6fa6163cf058f6100072b0,NA,"Environment, Development and Sustainability",5,23852579,10.428223511276,1715639,92,22139505,1076,7.85286988847584,46,95,1031,361799,15.1388087308137,41910,88,319862,17,10.6764705882353,2,94,16,Emma McKinley,Oscar Aller-Rojas,Caroline Hattam,Celine Germond-Duret,Inés Vicuña San Martín,Charlotte Rachael Hopkins,article,1521244800,34478898,1.5.4,FALSE,Ecology,Economic Geology,springer,springer,30,21,23,1658361600,19.1,0,0,0,0,0,0,0,0,0,0,0,19.1,http://dx.doi.org/10.1007/s10668-018-0133-z,1521374382,1521244800,Physical Sciences,Social Sciences,0,204,0,204,https://badges.altmetric.com/?size=64&score=20&types=tttttttd,https://badges.altmetric.com/?size=100&score=20&types=tttttttd,https://badges.altmetric.com/?size=180&score=20&types=tttttttd,https://www.altmetric.com/details.php?citation_id=34478898,1387-585X,1573-2975,1569888000,NA,NA,NA,Environmental Science,"Economics, Econometrics and Finance",14,Economic Growth,springer,2,NA,NA,Environment,Environmental Economics,Environmental Management,Sustainable Development,Environmental Science And Management,springer,springer,springer,springer,era,Héctor Aponte,Tavis Potts,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agriculture, Land And Farm Management",Human Geography,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-17T00:00:00Z,2018
